N,Tweet,Negative,Neutral,Positive
2528,Entrevista de trabajo #GobiernoStyle 🤯,1,,
2529,eso no importa... 🤦🏻‍♀️🤦🏻‍♀️,1,,
2530,"no me representa, partida de ladrones y brazo derecho de la dictadura que nos arrebató el futuro de muchos panameños.",1,,
2531,︙Twitter no sufre de amnesia ●⭕●,,1,
2532,Oye el santísimo es el TODO PODEROSO que necesita un helicoptero y un cura ñaño para volar.,1,,
2533,Me puse a leer conversaciones viejas que tenía en facebook y me da risa porque era un culo tirando los perros. 🤣🤣🤣,,,1
2534,"Y eso que iban a poner al día las cuentas que dejó de pagar"" el gobierno incapaz Panameñista...""",,1,
2535,"NAAAA, y si lo hago es para mandarselo a mi mejor amiga (foto)",,1,
2536,"Cierto! Entonces cuando el salga de ese puesto no usaremos nada de lo que haga en 5 años? Ah es que no ha hecho nada aún, cierto!",1,,
2537,︙Twitter no sufre de amnesia ●⭕●,,1,
2538,No dejes para mañana lo que puedes hacer hoy,,1,
2539,Gracias Mariela TVN por tu programa. Saludos,,,1
2540,En la banca en línea sale la fecha efectiva del cobro anual.,,1,
2541,Que no vayan los policías a apaliar a LOS protestantes POR FAVOR.,1,,
2542,13 meses en la papa y se cree un jat,,1,
2543,Al barca lo vi mas rapido pero en la contra todavia veo que esperan a messi para darsela 🙈,,,1
2544,¿Cómo es posible que para la fase #2 del plan estén los cultos y es hasta fase #5 que se abren los centros educativos?,1,,
2545,"Los ojos del Eterno contemplan toda la tierra. Miren como se conducen, porque dos grandes columnas sostienen su trono uno es justicia y el otro rectitud.",,1,
2546,"hombre tirando basura. Pero él amenaza al joven.... Soy abogado te denuncio si me publicas""""",1,,
2547,#mongesoy La 9na fue en 2014,,1,
2548,Hale contaracte2 al MINISTRO ASESOR EN ASUNTOS AGROPECUARIOS ES PRODUCTOR DE POLLOS.,,1,
2549,Soy yo o muchas personas cumplen hoy? 🤔,,1,
2550,"A cómo el precio del Plato.??? Bendiciones Mil, que le quede Super Delicioso.!!!",,1,
2551,mis respetos cien por ciento de acuerdo.,,,1
2552,Cha loco este man si da vueltas..... Yaaaaaaaaa,,1,
2553,What the fuck. Y hay noticias de que si se puede controlar?,1,,
2554,Así mismo es. Por eso dije que el código del 1947 es arcaico y debe modificarseles algunos artículos como el 140 que está desfasado ante la Constitución Política y los DDHH.,,1,
2555,Dejen de estar adorando al palo al yeso y al hombre y adoren al Dios todo poderoso que hizo los cielos y la tierra. Quien murió por ti y por mi,,,1
2556,"me gustas pero ni pinga, que lo vas a saber 🙂",,1,
2557,"que yo si llegué a escuchar comentarios, lo que paso fue que llegó el buque con 80 hombres griegos con sed sexual, y mandaron a llamar a 4 prostitutas (obviamente ellas no sabian cuantos eran ni las condiciones en las que iban a trabajar, fueron obligadas por su dueño a...",1,,
2558,"Aun no creo el nivel de cansancio que tenía anoche, que dije “voy a dormir 10 min” y termine duermiendo 6 horas y acabo de levantarme 🤣🤣",,,1
2559,Yo no tengo la culpa que le doy refrescar y salgas de 1ero,,1,
2560,"50k para PRD 50k para Jimmy 10k para Sandra Y no salgan que después te multan. Ya, eso fue el resumen.",1,,
2561,"Bien dice mi mamá: Si vas a hacer una lista de amigos, hazla con lápiz"". 🤔👌🏼""",,1,
2562,Por mi que sigan ayudando a la gente... Lo demás queda a discreción de las personas 🤪,,1,
2563,"Esa gente que un día te ve y te saluda y al otro día no, pueden irse mucho a la verg🥳",,1,
2564,TRISTE TENGO ALTA ESTIMA AL TRABAJO DE LA POLICIA LO RESPETO SIEMPRE .TRISTE ESTE MOMENTO DEJARSE LLEVAR PORLA TENSION Y PRESION TRISTE LASTIMA ESTA DE DECISION. SIGUE PROTEGER Y SERVIR MIS RESPETOS.,1,,
2565,"El tema está que no nos gusta discutir con ellas, por lo que nos resulta fácil decir okay baby tienes razón y pasar la página 😂",,,1
2566,Alguien digame que no me compre #FF7R,,1,
2567,"Perdonen mi ignorancia, ¿pero de que sirve que el auto sea rociado?",,1,
2568,La Gobernadora solo SACA BALOTAS de la Loteria decian. 😆,,1,
2569,"Los policias tiraron todo el gas pimienta a gente que no tenia nada que ver con la pelea, y los peleones se fueron relax pa su casa y nadie quedo preso!! Son lo maximo “proteger y servir”",1,,
2570,Y si se gastan mis 120 millones de la playa en mascarillas y respiradores?!,1,,
2571,"Vengo del 2020, en efecto, tienes la puta razón!",,,1
2572,Ojalá contemple la uniformidad de las direcciones tipo zipcode.,,1,
2573,Man el estado al borde de la C R I S I S y éste diputado dándole más trabajo a los policías. No se ubica en el tiempo y espacio de la situación.,1,,
2574,Ver maltrato animal en las redes sociales me causa mucha impotencia 😡,1,,
2575,Y el respeto de los ciclistas hacia los conductores? CUANDO ANDAN EN LA VIA VIOLAN LA LEY ANDAN DE 4 EN 4 OCUPAN EL CARRIL .RESPETEN PARA QUE LOS RESPETEN AH ADICIONAL ANDAN CON ESCOLTA A LA VELOCIDAD QUE LES DA LA QUIEREN RESPETO RESPETEN,1,,
2576,My tweet con más likes ever es sobre una paleta que se derrite. I'll fucking take it.,,1,
2577,"SUERTEE!! ✨ la mejor de las vibras, y en los turnos cualquier lugar es bueno para dormirn🤣 TODAS LAS ROTACIONES SE ACABAN 🥺",,,1
2578,"Nadie se puede hacer poseedor de la verdad absoluta; hay comentarios y planteamientos que parecen ser acertados ; pero procurar imponer una idea a la fuerza no lo es, al menos para mi todo asesinato del tipo q sea es reprochable ,",1,,
2579,"moraleja: El que quiere, siempre podrá en cualquiera circunstancias...",,1,
2580,No me puedo tomar mi trago porque estamos en ley seca bro 😭,1,,
2581,Y recuerde que CHILIBRE es parte de la provincia de Panamá.,,1,
2582,dile algo a la tía poes....,,1,
2583,"cuando experimentas una perdida tan grande, y dolorosa, se te hace sencillo dejar ir a las personas ...",1,,
2584,Extremistas... El aborto jamás debe ser despenalizado.,1,,
2585,El chanel multiusos de marge 🤣,,1,
2586,"Que se cumpla el debido proceso... No que vaya inspección a lugar, identifique incumplimientos y cuando el informe pase a Dirección general de trabajo, las absuelvan de responsabilidad. NO A LA CORRUPCIÓN.",,1,
2587,"Mi novio esta tan cansado, que hssta roca 😪 y hoy no hizo nada, creo que esta vez comprendio que el cansancio mental es peor que el fisico ♥️ y como yo soy buena novia, le di un besito, lo arrope y lo deje dormir tranqui",,,1
2588,Se activo el call center de fabre gas 🤣,,1,
2589,Usted sabe algo del Super ministro asesor en asuntos agropecuarios .NO APARECE O NO LO HEMOS VISTO PPR NINGUN LADO?????,,1,
2590,Esos animales No se capturan se castran y un tiro en la cabeza.,1,,
2591,hola como has crecido .a pasado mucho tiempo sin saber de ustedes saludos a tu padre madre y hermana.eres la cara de tu madre mis respetos saludos,,1,
2592,Y me imagino quieres ser Presidente para las próximas elecciones... Ya compraré mi cayuco.,1,,
2593,Jajaja que cool necesitamos ir a usa en halloween 😻😻,,,1
2594,"Muy cierto, ¿Cuántas escuelas en las Comarcas de PRIMER MUNDO se pudieron haber hecho con todas esas coimas?",,1,
2595,"y cuando menos, los esperas... ya no puedes más y dices No mas!",,1,
2596,No hay nadie que odie más a su esposa que Martinelli 😂😂😂,,,1
2597,La Álvaro Alvarado haciendo lo que mejor sabe hacer: decir bochinche.,,,1
2598,Hoy me hicieron el famosos hisopado,,1,
2599,Si hay dolor que no se note! Todo Santiago sabe q ese es el Parque Metropolitano!,,1,
2600,Este es el presidente de Panamá. Apaga y vámonos.,1,,
2601,"Felicidades, 50 bien llevados, y más cuando no se aparentan, el ejercicio de agacharse cuando vienen llegando tiene su efecto....🙏🎂🙏",,,1
2602,Ahora se ofenden por el error ortográfico 🤣🤦‍♂️,,,1
2603,Un país bañado por dos mares 🏖❌ pero el Gob te prefiere en el casino 🎰 o en el mall 🏧 ✅,,1,
2604,La proxima que me pida un favor le dire que NO! Tan sencillo como eso...,1,,
2605,Los comerciantes prefieren guardar su mercancía en su bodega que pagar alquiler en un mall sin clientes,1,,
2606,Apoyo por primera vez lo que posteas. CÁRCEL PARA LOS ÑAMES (panameñistas) y LOCOS (CD). Agregaría PRD.,1,,
2607,lo iba hacer este año y el covid me daño todos mis planes 😥😭,1,,
2608,"Panamá aumenta el número de Infectados del #CODVID19 Ahora son 11 ya que 3 fueron detectados hoy. 3 mujeres, una de 33 años, la otra de 57 y la otra de 58 años.",1,,
2609,Y con cinismo quieren que uno deposite en esa cuenta que van a abrir.,1,,
2610,En verdad el peluche está súper cute. Perooo la canciiiooooon,,1,
2611,Preguntas que nadie pregunta ... Cerrarán los casinos ?,,1,
2612,Mus respetos y saludas ex compañera Wendy,,1,
2613,"Señores de Cableonda Panamá mediante anuncio del Gobierno Laurentino Cortizo ustedes no realizarían corte, de hecho lo hicieron, pido el favor de intalar el Sevicios a la Cliente 39-07-55-5 Soná Veraguas Gracias",,1,
2614,"Mira, vi esto y ya sabes lo que tenia que pasar. ❤❤",,,1
2615,"Exacto, él más que nadie, paciente de riesgo por su condición de salud y edad es el primero que debe hacer una carta de autorización para que un 3ro le haga su trámite urgente de vida o muerte en CO.",,1,
2616,La hermana siempre le ha tenido envidia 🙄,1,,
2617,sin electricidad en Veracruz y CHUMICAL desde hace 3horas es la 37 veces en los ultimos 22 dias alguna respuesta?.,1,,
2618,Por ahí te escribe que te va a demandar por decir que Protesa ha pautado $200k en lo que va del gobier-nito.,1,,
2619,"Valieron vrg... literal le ponian el gas a la gente en la cara, hoy el chinito de la esquina vendio mas leche que nunca en su vida",,1,
2620,lasagña con salsa blanca ☺️😍😍,,,1
2621,El Banco General es el mejor del mundo ♥️,,,1
2622,spoilers de La Casa de Papel sin contexto #lacasadelpapel3,,1,
2623,Ellos estaban recibiendo la bendición del cura ñaño.,,1,
2624,"Espartaco es el papel más iconico que hizo en el cine, un gladiador, Roberto siempre serás el gladiador más querido por el pueblo panameño y latinoamericano, Bendiciones. 🙏",,,1
2625,Barranquilla loco hasta el cora ❤️,,,1
2626,¿Ese no es el canal de la corrupción y la cobardía? 🤭,1,,
2627,Siempre he tenido suerte con las suegras 😛,,,1
2628,"Su majestad está en un barco con $5,000 mensuales más todos las prebendas, nosotros no.",1,,
2629,Ya le di bro. Qe se reporte,,1,
2630,Solo si no estás en la ROSCA.,,1,
2631,"Mi felicitaciones para estos héroes Panameños que tuvieron el valor y cortesías para socorrer a esta joven que se encontraba atrapada en medio del agua, en inundación, esto es ser ciudadanos felicidades",,,1
2632,Que se puede esperar de ese ser...,1,,
2633,Soberbio gracias ministerio de salud Gracias Dra Turner. No a los manzanillos gado gracias. MIS RESPETOS A ESTA PROFESIONAL Y NO A LOS BUSCA CAMARA Y PUBLICIDAD,,,1
2634,hahahaa ya se de quien hablan,,1,
2635,"Es correcto, por respeto y para no causar problemas a las autoridades los Trans debieran salir tal cual la foto de CIP. Eso hasta que TE le expida cédula con nueva identidad física... 🤷‍♂️",,1,
2636,siempre que estamos a solas bellaqueamos y nos comemoos 🎼🎼🎼,,,1
2637,Sobre todo ME JO RAR (en todo el sentido de la palabra) nuestro sistema sanitario.,,,1
2638,Mas preocupado que el dueño de la u. 😢🥺,1,,
2639,Y el personal de salud que se coma un cable...,,1,
2640,"Y si fuera que lo leyera bien, pero ni eso... Parece que se lo dieran 30s antes que comenzaran la conferencia.",,1,
2641,¿Le trae recuerdo los jabones en las cárceles? 🤔,,1,
2642," Si el salario de los diputados ni el subsidio electoral son suficientes, entonces ¿Porqué y abrieron una cuenta en el BNP para que TODOS donemos aunque sea un dólar? ¿La ley del embudo?",1,,
2643,Sinceramente no creo en eso de los signos del zodiaco,,1,
2644,"Extraño mi rutina, pero NO los tanques 🤣",,,1
2645,"Ey si, casualmente estaba pensando en las glosas 😅",,1,
2646,Ahí si todos esos ladrones calladitos ...,1,,
2647,bandido que se respete se hace el corte ✂️ los viernes,,1,
2648,Casi le creo... Sólo que recordé que fue parte del gobierno más corrupto de Panamá y se quedó calladita hasta lo último. Que pena siendo una periodista que crítico TANTO esa corrupción en su momento....,,1,
2649,Me imagino que ese PH está justo al lado de los que le lavan dinero al crimen organizado 👀,,1,
2650,Yo (de papeles). En la práctica soy agnóstico. 😊,,,1
2651,"Si abren las iglesas, que abran los moteles. Cada una se arrodilla donde quiere no?",,,1
2652,Es matemáticamente imposible bajar una tendencia de en promedio 35% de positivos a 16% en 4 días Así ve 🤡🤡🤡🤡,1,,
2653,Seguramente el asesor de algún otro prd y así sucesivamente....,,1,
2654,El amor es el arma más poderosa,,,1
2655,"man anoche me dormi como a las 9 y desperte ete a las 10:30, riquisimo 😍😍😍😍😍😍😍😍😍😍",,,1
2656,"Curiosidades: Este año la Central de la liga América y Nacional quedan fuera de la POSTSEASON. Y lo más curioso es que van a competir de ambas ligas, primero y segundo como estaba antes de entrar a los Playoff TB vs NYY OAK vs HOU ATL vs MIA LAD vs SD ¿Quién será el Campeón?",,1,
2657,Nos toca buscar en TVN Pass para verlo completo.,,1,
2658,Últimamente todos andan ariscos en Twitter 🥱,,1,
2659,Mucha seguridad 🤔 quien será el fiscal 💭,,1,
2660,No podíamos terminar la semana sin otro éxito de #GallinazoRecords.,,,1
2661,"Pero para muchos panameños “es solo un resfriadito, quiten la cuarentena, volvamos a trabajar.”",,,1
2662,No me puedo tomar mi trago porque estamos en ley seca bro 😭,,1,
2663,WAO! El país al borde de una CRISIS y este diputado alterando el orden público e irrespetando a los policías.,1,,
2664,"Soy dote voluntario de sangre, pero hace unas semanas que fui al banco de sangre de la CSS en Niko's, la doctora no me hizo referencia a relaciones homosexuales. Creo que es un logro. Aclaro, soy hetero.",,,1
2665,son alquilados y extranjeros es TODO lo que tenia que saber de esta persona.,,1,
2666,"Ya está en su bandeja dirección, número de cliente . Por cierto el envío de los recibos es todo un parto ... Tenemos q ir directamente a a página del banco y ver por q no llegan",,1,
2667,Por la puerta del pasajero...,,1,
2668,"Pero quien dijo Abraham? Capaz es el otro grupo, capaz es otra cosa! :P 😂😂",,,1
2669,Gracias por recordar!! Donde puedo depositar? ♥️,,,1
2670,"Varela lo volvió a hacer, metió a los manes en una lista de lavado en los Estados Unidos, se le está yendo la mano a Varela",1,,
2671,Ahora quiero saber que nueva cosa hiciste para pensar que hablaba de ti 🤣 Yo hablaba de mi payaso favorito que anda pecho abierto hablando como el paga sus coimas.,,,1
2672," Pero él y su séquito dice que  y Kenia Porcell fueron los culpables de todo, no entendí....😂",,,1
2673,"Sería interesante saber el CTNI de ese ventilador de casi 40k, para saber quien es el lagarto que se está beneficiando de la leche condensada...",,1,
2674,Toy practicando par de pasos pa cuando vaya a la discotek,,1,
2675,Deben poner a la gente de de asesores de la 😂😂,,,1
2676,Los de rosado la pantera rosa,,1,
2677,Poco de gente reprimida brother 😂,,,1
2678,"Nuevo episodio de Drag Race: Tas listo para cuequiar?"" - Joe ""Nací listo"" Dale, que tu daleeeee""",,1,
2679,Y nadie quedó preso por los ventiladores... nos agarran de 🤡,1,,
2680,"Exacto, cárcel para TODOS los que recibieron dinero de Odebretch, incluyendo a los príncipes y al rey 👀",1,,
